88,Long Lake,G303,O5,adult,,14.142857,0.28293651,0.27123016,-0.011706349,1.8571429,0,3,3
88,Long Lake,G321,W421,adult,,1.3333333,0.29212963,0.27037037,-0.021759259,3,0,3,3
88,Long Lake,G375,B281,adult,,8.5555556,0.29375,0.28078704,-0.012962963,2.5555556,0,0,1
88,Long Lake,G378,Y,adult, ,10,0.25694444,0.24722222,-0.009722222,3,0,0,0
88,Long Lake,G389,R183,adult,,15.4,0.28027778,0.26652778,-0.01375,1.6,1,3,3
88,Long Lake,O73,G387,adult,,15.25,0.26666667,0.25104167,-0.015625,1.5,0,1,0
88,Long Lake,O83,R182,adult,,16.166667,0.28738426,0.2712963,-0.016087963,2.8333333,1,3,3
88,Long Lake,O92,P565,adult, ,23,0.30069444,0.28263889,-0.018055556,3,0,3,3
88,Long Lake,R182,O83,adult, ,5,0.25347222,0.25694444,0.003472222,3,0,3,3
88,Long Lake,W438,B238,adult,,19,0.271875,0.25868056,-0.013194444,1,0,0,1
88,Long Lake,W470,O31,adult, ,30,0.29652778,0.27430556,-0.022222222,1,0,1,1
88,Long Lake,W486,R185,adult,,24.8125,0.26948785,0.26640625,-0.003081597,1.5,1,3,3
88,Long Lake,Y,B247,adult,,31,0.25347222,0.25798611,0.004513889,2,1,1,0
88,Long Lake,Y,G381,adult,,19,0.26944444,0.27534722,0.005902778,3,0,1,0
88,Long Lake,Y,O72,adult,,20.142857,0.26537698,0.25882937,-0.006547619,1.2857143,1,1,1
88,Long Lake,Y,R172,adult,,27,0.26024306,0.26388889,0.003645833,1,1,1,0
,,,,,,,,,,,,,
88,North,B209,W410,adult, ,34,0.29375,0.27083333,-0.022916667,3,0,3,3
88,North,B285,B279,adult,,11.2,0.29083333,0.27375,-0.017083333,2,0,0,0
88,North,G302,G301,adult,,12.666667,0.27337963,0.26365741,-0.009722222,2.3333333,0,0,0
88,North,G390,W482,adult,,14,0.29212963,0.28009259,-0.012037037,2.3333333,0,1,1
88,North,O44,O48,adult,,35.6,0.28666667,0.27236111,-0.014305556,1.4,1,0,1
88,North,O9,W462,adult,,30.333333,0.27534722,0.27280093,-0.002546296,1,1,0,0
88,North,R102,R101,adult,,24.444444,0.27137346,0.26774691,-0.003626543,1.8888889,0,0,1
88,North,R109,B273,adult,,21,0.27147436,0.26388889,-0.00758547,1.8461538,1,3,3
88,North,W402,W401,adult,,22.583333,0.27118056,0.26591435,-0.005266204,1.8333333,0,0,0
88,North,W426,P543,adult,,24.590278,0.2723439,0.26758777,-0.004756128,1.642094,0,0,0
