90,Sybille,WR1762,W1415,adult,,10.4,0.25527778,0.25,-0.005277778,2.6,0,1,0
90,Sybille,WY1279,G1565,adult,,9,0.28854167,0.26145833,-0.027083333,2.5,0,0,0
90,Sybille,Y,B235,adult, ,9,0.27013889,0.24305556,-0.027083333,3,0,3,3
,,,,,,,,,,,,,
90,North,B1666,Y1267,adult,,10.666667,0.28055556,0.26331019,-0.01724537,2.3333333,0,0,0
90,North,B1670,O1364,adult,,20.142857,0.27529762,0.26150794,-0.013789683,2.2857143,0,1,0
90,North,B285,B279,adult,,15.066667,0.27638889,0.26041667,-0.015972222,2.2666667,0,1,3
90,North,G1558,Y1248,adult, ,30,0.32222222,0.27847222,-0.04375,1,0,1,0
90,North,G1560,B1620,adult,,15.125,0.27916667,0.26263021,-0.016536458,2.25,1,1,3
90,North,G1593,R1710,adult,,15.666667,0.28356481,0.26388889,-0.019675926,2.3333333,0,1,0
90,North,G302,G301,adult, ,5,0.24375,0.25,0.00625,3,0,3,3
90,North,O1384,Y1251,adult, ,27,0.27916667,0.27847222,-0.000694444,1,0,0,0
90,North,O9,W462,adult,,13,0.25486111,0.25555556,0.000694444,3,0,3,3
90,North,R102,R101,adult,,5.5,0.28506944,0.26458333,-0.020486111,3,0,3,3
90,North,R1752,B1624,adult,,20.416667,0.28009259,0.26267361,-0.017418981,2.3333333,0,3,3
90,North,R1754,Y1271,adult,,4.5,0.29652778,0.27604167,-0.020486111,3,0,0,0
90,North,R181,W480,adult, ,13,0.25416667,0.24791667,-0.00625,3,0,3,3
90,North,W481,G388,adult, ,0,0.30555556,0.26527778,-0.040277778,3,0,3,3
90,North,W660,Y1113,adult,,24.5,0.27519841,0.26269841,-0.0125,1.9285714,0,3,3
90,North,WB1630,W1418,adult,,21.666667,0.30300926,0.25300926,-0.05,3,0,0,1
90,North,WG1503,W1408,adult,,2.5,0.26666667,0.25486111,-0.011805556,3,0,0,0
90,North,WO1372,O1373,adult,,10,0.27430556,0.26631944,-0.007986111,2,0,1,0
90,North,WO1389,W1444,adult,,12,0.29421296,0.25300926,-0.041203704,3,0,1,0
90,North,WR1757,R1760,adult,,22.125,0.275,0.25911458,-0.015885417,2.625,0,1,0
90,North,WY1239,Y1263,adult,,12.3,0.2825,0.26395833,-0.018541667,2.6,0,0,1
90,North,Y1272,W1413,adult,,13.6,0.29194444,0.26097222,-0.030972222,2.8,1,0,0
