"source","binder_pdf_page_number","year","month","day","arrival_time","observer","lek_name","trapping_activity","wind_mph","cloud_cover_percent","snowing_status","raining_status","temp_f","other_weather_conditions","lek_ground_condition","predator_disturbance_type_","predator_disturbance_time","type","left_tag_color","left_tag_number","left_tag_code","right_tag_color","right_tag_number","right_tag_code","age","time","sunrise_time","num_males_observed","num_females_observed","comments_observations_or_marks","time_start","time_end","num_of_struts","struts_5_min","distance_to_hens_category","distance_to_hens_notes","fights","num_of_copulations","breed","malaria","lice","other_fights_and_comments"
"binder","39","1989","3","17","5:35","White","long_lake",NA,"20 - 30, gusts to 50","50 - 90 by 7:14","blowing ground snow",NA,NA,NA,"Snow covered, blowing snow",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"5:48","6:18","24","0","Lots of strutting!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female flew E at 6:25, saw juveile (?), 7:31 - flew few 100 m. Left at 7:31. Most wandering + feeding"
"binder","39","1989","3","17","5:35","White","long_lake",NA,"20 - 30, gusts to 50","50 - 90 by 7:14","blowing ground snow",NA,NA,NA,"Snow covered, blowing snow",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"5:56","6:18","30","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female flew E at 6:25, saw juveile (?), 7:31 - flew few 100 m. Left at 7:31. Most wandering + feeding"
"binder","39","1989","3","17","5:35","White","long_lake",NA,"20 - 30, gusts to 50","50 - 90 by 7:14","blowing ground snow",NA,NA,NA,"Snow covered, blowing snow",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:08","6:18","29","0","Strutting blown by wind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female flew E at 6:25, saw juveile (?), 7:31 - flew few 100 m. Left at 7:31. Most wandering + feeding"
"binder","39","1989","3","17","5:35","White","long_lake",NA,"20 - 30, gusts to 50","50 - 90 by 7:14","blowing ground snow",NA,NA,NA,"Snow covered, blowing snow",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:18","6:18","31","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female flew E at 6:25, saw juveile (?), 7:31 - flew few 100 m. Left at 7:31. Most wandering + feeding"
"binder","39","1989","3","17","5:35","White","long_lake",NA,"20 - 30, gusts to 50","50 - 90 by 7:14","blowing ground snow",NA,NA,NA,"Snow covered, blowing snow",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:28","6:18","28","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female flew E at 6:25, saw juveile (?), 7:31 - flew few 100 m. Left at 7:31. Most wandering + feeding"
"binder","39","1989","3","17","5:35","White","long_lake",NA,"20 - 30, gusts to 50","50 - 90 by 7:14","blowing ground snow",NA,NA,NA,"Snow covered, blowing snow",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:37","6:18","24","0","Strutting but lost interest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female flew E at 6:25, saw juveile (?), 7:31 - flew few 100 m. Left at 7:31. Most wandering + feeding"
"binder","39","1989","3","17","5:35","White","long_lake",NA,"20 - 30, gusts to 50","50 - 90 by 7:14","blowing ground snow",NA,NA,NA,"Snow covered, blowing snow",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:44","6:18","24","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female flew E at 6:25, saw juveile (?), 7:31 - flew few 100 m. Left at 7:31. Most wandering + feeding"
"binder","39","1989","3","17","5:35","White","long_lake",NA,"20 - 30, gusts to 50","50 - 90 by 7:14","blowing ground snow",NA,NA,NA,"Snow covered, blowing snow",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:57","6:18","24","0","Losing interest - would rather eat ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female flew E at 6:25, saw juveile (?), 7:31 - flew few 100 m. Left at 7:31. Most wandering + feeding"
"binder","39","1989","3","17","5:35","White","long_lake",NA,"20 - 30, gusts to 50","50 - 90 by 7:14","blowing ground snow",NA,NA,NA,"Snow covered, blowing snow",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"7:08","6:18","24","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female flew E at 6:25, saw juveile (?), 7:31 - flew few 100 m. Left at 7:31. Most wandering + feeding"
"binder","39","1989","3","17","5:35","White","long_lake",NA,"20 - 30, gusts to 50","50 - 90 by 7:14","blowing ground snow",NA,NA,NA,"Snow covered, blowing snow",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"7:23","6:18","29","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female flew E at 6:25, saw juveile (?), 7:31 - flew few 100 m. Left at 7:31. Most wandering + feeding"
"binder","40","1989","3","19","5:34","White","long_lake","None","Calm","100","light","0",NA,NA,"Snow covered",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:07",NA,"32","0","Walking - hard to see in snow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5:54 - 67 total birds, at least 5. Very scattered - along shore of lake to base of mtns. Left after 7:12 observation"
"binder, floppy","40","1989","3","19","5:34","White","long_lake","None","Calm","100","light","0",NA,NA,"Snow covered",NA,NA,"strut","blue","207","B207","blue","206","B206","adult",NA,"6:13",NA,NA,NA,"6:50","6:55","17","17","0",NA,NA,NA,"no","no",NA,"5:54 - 67 total birds, at least 5. Very scattered - along shore of lake to base of mtns. Left after 7:12 observation"
"binder","40","1989","3","19","5:34","White","long_lake","None","Calm","100","light","0",NA,NA,"Snow covered",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:16",NA,"49","0","Wandering, feeding - little strutting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5:54 - 67 total birds, at least 5. Very scattered - along shore of lake to base of mtns. Left after 7:12 observation"
"binder","40","1989","3","19","5:34","White","long_lake","None","Calm","100","light","0",NA,NA,"Snow covered",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:33",NA,"55","0","wandering towards additional (?) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5:54 - 67 total birds, at least 5. Very scattered - along shore of lake to base of mtns. Left after 7:12 observation"
"binder","40","1989","3","19","5:34","White","long_lake","None","Calm","100","light","0",NA,NA,"Snow covered",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"7:01",NA,"55","0","Wind has picked up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5:54 - 67 total birds, at least 5. Very scattered - along shore of lake to base of mtns. Left after 7:12 observation"
"binder","40","1989","3","19","5:34","White","long_lake","None","Calm","100","light","0",NA,NA,"Snow covered",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"7:12",NA,"59","0","8 males in satellite group to E by lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5:54 - 67 total birds, at least 5. Very scattered - along shore of lake to base of mtns. Left after 7:12 observation"
"binder","41","1989","3","20","5:37/6:03","White","long_lake","None","5 to 10","100","light","no",NA,NA,"Snow covered",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:10",NA,"45","1","6:21 - female flew W to other group of males",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flushed 11 juven on side of 2 trac on way out. Didn't see any (?) brush, but little strutting (?) to W. About 13 birds flushed a VP as I arrived. I wasn't < 100 m when happened - prob in response to truck. 6:50 - around 1/2 birds flew W to base of ridge. 6:55 - 12 birds flew W. Left 7:02"
"binder","41","1989","3","20","5:37/6:03","White","long_lake","None","5 to 10","100","light","no",NA,NA,"Snow covered",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:33",NA,"50","3","Female and juvenile, little strutting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flushed 11 juven on side of 2 trac on way out. Didn't see any (?) brush, but little strutting (?) to W. About 13 birds flushed a VP as I arrived. I wasn't < 100 m when happened - prob in response to truck. 6:50 - around 1/2 birds flew W to base of ridge. 6:55 - 12 birds flew W. Left 7:02"
"binder","41","1989","3","20","5:37/6:03","White","long_lake","None","5 to 10","100","light","no",NA,NA,"Snow covered",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:45",NA,"42","2","not a lot going on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flushed 11 juven on side of 2 trac on way out. Didn't see any (?) brush, but little strutting (?) to W. About 13 birds flushed a VP as I arrived. I wasn't < 100 m when happened - prob in response to truck. 6:50 - around 1/2 birds flew W to base of ridge. 6:55 - 12 birds flew W. Left 7:02"
"binder","41","1989","3","20","5:37/6:03","White","long_lake","None","5 to 10","100","light","no",NA,NA,"Snow covered",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:52",NA,"18","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flushed 11 juven on side of 2 trac on way out. Didn't see any (?) brush, but little strutting (?) to W. About 13 birds flushed a VP as I arrived. I wasn't < 100 m when happened - prob in response to truck. 6:50 - around 1/2 birds flew W to base of ridge. 6:55 - 12 birds flew W. Left 7:02"
"binder","41","1989","3","20","5:37/6:03","White","long_lake","None","5 to 10","100","light","no",NA,NA,"Snow covered",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:58",NA,"6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flushed 11 juven on side of 2 trac on way out. Didn't see any (?) brush, but little strutting (?) to W. About 13 birds flushed a VP as I arrived. I wasn't < 100 m when happened - prob in response to truck. 6:50 - around 1/2 birds flew W to base of ridge. 6:55 - 12 birds flew W. Left 7:02"
"binder","41","1989","3","20","5:37/6:03","White","long_lake","None","5 to 10","100","light","no",NA,NA,"Snow covered",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"7:02",NA,"6","0","Mostly sitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flushed 11 juven on side of 2 trac on way out. Didn't see any (?) brush, but little strutting (?) to W. About 13 birds flushed a VP as I arrived. I wasn't < 100 m when happened - prob in response to truck. 6:50 - around 1/2 birds flew W to base of ridge. 6:55 - 12 birds flew W. Left 7:02"
"binder","42","1989","3","22","3:30/5:36","White/Burton","long_lake","Spotlighting","20 to 30","40","no","no",NA,NA,"Clear, full moon pm before",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"5:39","6:16","31","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left 6:50"
"binder, floppy","42","1989","3","22","3:30/5:36","White/Burton","long_lake","Spotlighting","20 to 30","40","no","no",NA,NA,"Clear, full moon pm before",NA,NA,"strut","red","150","R150","white","471","W471","adult",NA,"6:16, 6:10",NA,NA,NA,"6:04","6:09","34","34","0",NA,"w/G/B - UM",NA,"no","no",NA,"Left 6:50"
"binder","42","1989","3","22","3:30/5:36","White/Burton","long_lake","Spotlighting","20 to 30","40","no","no",NA,NA,"Clear, full moon pm before",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"5:43","6:16","57","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left 6:50"
"binder, floppy","42","1989","3","22","3:30/5:36","White/Burton","long_lake","Spotlighting","20 to 30","40","no","no",NA,NA,"Clear, full moon pm before",NA,NA,"strut","green","375","G375","blue","281","B281","adult",NA,"6:16, 6:10",NA,NA,NA,"6:07","6:12","0","0","0",NA,"Fight b/w R/W - R/W won; G/B chased off lek",NA,"no","no",NA,"Left 6:50"
"binder","42","1989","3","22","3:30/5:36","White/Burton","long_lake","Spotlighting","20 to 30","40","no","no",NA,NA,"Clear, full moon pm before",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"5:57","6:16","55","2","R/W, G/B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left 6:50"
"binder, floppy","42","1989","3","22","3:30/5:36","White/Burton","long_lake","Spotlighting","20 to 30","40","no","no",NA,NA,"Clear, full moon pm before",NA,NA,"strut","red",NA,"r","green",NA,"g",NA,NA,"6:16, 6:10",NA,NA,NA,"6:20","6:25","14","14","0",NA,NA,NA,"no","no",NA,"Left 6:50"
"binder","42","1989","3","22","3:30/5:36","White/Burton","long_lake","Spotlighting","20 to 30","40","no","no",NA,NA,"Clear, full moon pm before",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:28","6:16","58","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left 6:50"
"binder, floppy","42","1989","3","22","3:30/5:36","White/Burton","long_lake","Spotlighting","20 to 30","40","no","no",NA,NA,"Clear, full moon pm before",NA,NA,"strut","red","105","R105","red","106","R106","adult",NA,"6:16, 6:10",NA,NA,NA,"6:20","6:25","14","14","2",NA,"Female wandering by",NA,"no","no",NA,"Left 6:50"
"binder","42","1989","3","22","3:30/5:36","White/Burton","long_lake","Spotlighting","20 to 30","40","no","no",NA,NA,"Clear, full moon pm before",NA,NA,"observation",NA,NA,NA,NA,NA,NA,NA,"6:45","6:16","65","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left 6:50"
"binder","43","1989","4","3","5:40","White","long_lake","None","20 - 30, gusts to 60","95","no","no",NA,NA,"Clear","golden eagle","7:10 - all hens flew - only 10 males left","observation",NA,NA,NA,NA,NA,NA,NA,"6:28","6:43","57","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Predator disturbance - all hens flew - only 10 males left. ~ 10 birds (males) flew back 7:10. Golden eagle perched just beyond lek. 2 hen cluster - 1 @ 4 males (including RO), the other at 1 male. Left 7:48
"
"binder, floppy","43","1989","4","3","5:40","White","long_lake","None","20 - 30, gusts to 60","95","no","no",NA,NA,"Clear","golden eagle","7:10 - all hens flew - only 10 males left","strut","red",NA,"r","orange",NA,"o",NA,NA,"6:43",NA,NA,NA,"6:49","6:54","21","21","1",NA,NA,NA,"no","no",NA,"Predator disturbance - all hens flew - only 10 males left. ~ 10 birds (males) flew back 7:10. Golden eagle perched just beyond lek. 2 hen cluster - 1 @ 4 males (including RO), the other at 1 male. Left 7:48
"
