1987 strut frequency data,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MALARIA:,,,BREED,,DIST. TO HENS,,,,,,,,,
with mal = 1,,,breed = 1,,0 = no hens on lek,,,,,,,,,
without mal = 0,,,no breed = 0,,1 = 0 to 5 m,,,,,,,,,
,,,,,2 = 5 to 10 m,,,,,,,,,
,,,,,3 = > 10 m,,,,,,,,,
,,,,,4 = unknown,,,,,,,,,
,,,,,,STRUTS/,TIME,,TIME TO,DIST TO,,,,
YEAR,LEK,L TAG,R TAG,AGE,DATE,5 MIN,STRUT,SUNRISE,SUNRISE,HENS,BREED,MALARIA,LICE,
---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,
87,Long Lake,B205,W405,adult,Apr 01,0,0.234722222,0.24375,-0.009027778,0,0,,,
87,Long Lake,B205,W405,adult,Apr 19,0,0.295138889,0.263194444,0.031944444,0,0,,,
87,Long Lake,B205,W405,adult,Apr 01,0,0.278472222,0.24375,0.034722222,0,0,,,
87,Long Lake,B205,W405,adult,Apr 30,0,0.24375,0.252777778,-0.009027778,0,0,,,
87,Long Lake,B205,W405,adult,Apr 01,1,0.29375,0.24375,0.05,0,0,,,
87,Long Lake,B205,W405,adult,Apr 28,1,0.284722222,0.253472222,0.03125,0,0,,,
87,Long Lake,B205,W405,adult,Apr 03,26,0.269444444,0.241666667,0.027777778,0,0,,,
87,Long Lake,B205,W405,adult,Apr 03,17,0.247222222,0.241666667,0.005555556,0,0,,,
87,Long Lake,B205,W405,adult,Apr 19,32,0.26875,0.263194444,0.005555556,1,0,,,
87,Long Lake,B205,W405,adult,Apr 26,34,0.247916667,0.255555556,-0.007638889,1,0,,,
87,Long Lake,B205,W405,adult,May 03,23,0.245833333,0.250694444,-0.004861111,1,0,,,
87,Long Lake,B205,W405,adult,Apr 16,6,0.269444444,0.267361111,0.002083333,2,0,,,
87,Long Lake,B205,W405,adult,Apr 29,0,0.234722222,0.252777778,-0.018055556,3,0,,,
87,Long Lake,B205,W405,adult,Apr 13,0,0.279861111,0.272916667,0.006944444,4,0,,,
87,Long Lake,B205,W405,adult,Apr 28,2,0.254861111,0.253472222,0.001388889,4,0,,,
87,Long Lake,B205,W405,adult,Apr 28,0,0.270833333,0.253472222,0.017361111,4,0,,,
87,Long Lake,B205,W405,adult,Apr 03,11,0.283333333,0.241666667,0.041666667,4,0,,,
87,Long Lake,B274,P566,adult,Apr 16,17,0.263194444,0.267361111,-0.004166667,1,0,,,
87,Long Lake,B257,R180,adult,Apr 29,12,0.244444444,0.252777778,-0.008333333,3,0,,,
87,Long Lake,B257,R180,adult,May 03,1,0.25625,0.250694444,0.005555556,3,0,,,
87,Long Lake,G303,O5,adult,Apr 01,22,0.270138889,0.24375,0.026388889,0,1,,,
87,Long Lake,G303,O5,adult,Apr 03,14,0.241666667,0.241666667,0,0,1,,,
87,Long Lake,G303,O5,adult,Apr 01,20,0.289583333,0.24375,0.045833333,0,1,,,
87,Long Lake,G303,O5,adult,Apr 30,0,0.250694444,0.252777778,-0.002083333,0,1,,,
87,Long Lake,G303,O5,adult,Apr 01,24,0.254861111,0.24375,0.011111111,0,1,,,
87,Long Lake,G303,O5,adult,Apr 16,30,0.284027778,0.267361111,0.016666667,1,1,,,
87,Long Lake,G303,O5,adult,Apr 19,42,0.2625,0.263194444,-0.000694444,1,1,,,
87,Long Lake,G303,O5,adult,Apr 05,7,0.286805556,0.283333333,0.003472222,4,0,,,
87,Long Lake,G321,W421,juven,Apr 26,0,0.291666667,0.255555556,0.036111111,2,0,,,
87,Long Lake,G321,W421,juven,Apr 08,2,0.280555556,0.278472222,0.002083333,4,0,,,
87,Long Lake,G321,W421,juven,Apr 08,0,0.267361111,0.278472222,-0.011111111,4,0,,,
87,Long Lake,G389,R183,adult,Apr 19,8,0.277083333,0.263194444,0.013888889,1,1,,,
87,Long Lake,G393,P562,adult,Apr 19,0,0.284027778,0.263194444,0.020833333,0,0,,,
87,Long Lake,O16,B214,adult,Apr 26,25,0.259722222,0.255555556,0.004166667,1,0,,,
87,Long Lake,O16,B214,adult,Apr 16,28,0.305555556,0.267361111,0.038194444,1,0,,,
87,Long Lake,O16,B214,adult,Apr 11,6,0.271527778,0.275,-0.003472222,1,0,,,
87,Long Lake,O16,B214,adult,Apr 28,7,0.243055556,0.253472222,-0.010416667,2,0,,,
87,Long Lake,O16,B214,adult,Apr 17,32,0.263888889,0.265277778,-0.001388889,2,0,,,
87,Long Lake,O16,B214,adult,Apr 28,6,0.277777778,0.253472222,0.024305556,4,0,,,
87,Long Lake,O16,B214,adult,Apr 28,9,0.246527778,0.253472222,-0.006944444,4,0,,,
87,Long Lake,O6,W404,adult,Apr 05,16,0.26875,0.283333333,-0.014583333,4,0,,,
87,Long Lake,O6,W404,adult,Apr 05,15,0.273611111,0.283333333,-0.009722222,4,0,,,
87,Long Lake,O83,R182,adult,May 03,0,0.25625,0.250694444,0.005555556,3,0,,,
87,Long Lake,P503,O4,adult,Apr 11,19,0.296527778,0.275,0.021527778,1,0,,,
87,Long Lake,P503,O4,adult,Apr 11,31,0.286111111,0.275,0.011111111,1,0,,,
87,Long Lake,P503,O4,adult,Apr 17,33,0.260416667,0.265277778,-0.004861111,1,0,,,
87,Long Lake,P507,W406,adult,Apr 30,0,0.247222222,0.252777778,-0.005555556,0,0,,,
87,Long Lake,P507,W406,adult,Apr 25,0,0.256944444,0.25625,0.000694444,0,0,,,
87,Long Lake,P507,W406,adult,Apr 18,0,0.298611111,0.263888889,0.034722222,0,0,,,
87,Long Lake,P507,W406,adult,May 03,36,0.251388889,0.250694444,0.000694444,1,0,,,
87,Long Lake,P507,W406,adult,Apr 08,17,0.267361111,0.278472222,-0.011111111,1,0,,,
87,Long Lake,P507,W406,adult,Apr 26,33,0.253472222,0.255555556,-0.002083333,1,0,,,
87,Long Lake,P507,W406,adult,Apr 28,0,0.246527778,0.253472222,-0.006944444,2,0,,,
87,Long Lake,P507,W406,adult,Apr 29,0,0.249305556,0.252777778,-0.003472222,3,0,,,
87,Long Lake,P507,W406,adult,Apr 28,3,0.270138889,0.253472222,0.016666667,4,0,,,
87,Long Lake,P507,W406,adult,Apr 19,24,0.290277778,0.263194444,0.027083333,4,0,,,
87,Long Lake,P562,G393,adult,Apr 28,10,0.2875,0.253472222,0.034027778,0,0,,,
87,Long Lake,R104,W407,adult,Apr 17,2,0.277777778,0.265277778,0.0125,3,0,,,
87,Long Lake,R191,B269,adult,Apr 16,31,0.277777778,0.267361111,0.010416667,1,0,,,
87,Long Lake,R191,B269,adult,Apr 11,29,0.280555556,0.275,0.005555556,1,0,,,
87,Long Lake,R191,B269,adult,Apr 16,5,0.295138889,0.267361111,0.027777778,2,0,,,
87,Long Lake,R191,B269,adult,Apr 17,32,0.270833333,0.265277778,0.005555556,3,0,,,
87,Long Lake,W409,W408,adult,Apr 08,0,0.29375,0.278472222,0.015277778,1,0,,,
87,Long Lake,W409,W408,adult,Apr 05,0,0.28125,0.283333333,-0.002083333,4,0,,,
87,Long Lake,W419,G325,adult,Apr 30,0,0.25625,0.252777778,0.003472222,0,0,,,
87,Long Lake,W419,G325,adult,Apr 03,30,0.228472222,0.241666667,-0.013194444,0,0,,,
87,Long Lake,W419,G325,adult,Apr 03,14,0.260416667,0.241666667,0.01875,0,0,,,
87,Long Lake,W419,G325,adult,Apr 15,26,0.28125,0.268055556,0.013194444,1,0,,,
87,Long Lake,W419,G325,adult,Apr 15,32,0.298611111,0.268055556,0.030555556,1,0,,,
87,Long Lake,W419,G325,adult,Apr 17,35,0.297222222,0.265277778,0.031944444,1,0,,,
87,Long Lake,W419,G325,adult,Apr 16,12,0.288194444,0.267361111,0.020833333,1,0,,,
87,Long Lake,W419,G325,adult,Apr 19,12,0.277777778,0.263194444,0.014583333,1,0,,,
87,Long Lake,W419,G325,adult,Apr 08,11,0.275,0.278472222,-0.003472222,4,0,,,
87,Long Lake,W419,G325,adult,May 03,3,0.255555556,0.250694444,0.004861111,4,0,,,
87,Long Lake,W419,G325,adult,Apr 05,19,0.26875,0.283333333,-0.014583333,4,0,,,
87,Long Lake,W419,G325,adult,Apr 28,13,0.261111111,0.253472222,0.007638889,4,0,,,
87,Long Lake,W485,O82,adult,Apr 28,3,0.255555556,0.253472222,0.002083333,4,0,,,
87,Long Lake,W486,R185,adult,Apr 25,7,0.257638889,0.25625,0.001388889,0,0,,,
87,Long Lake,W486,R185,adult,Apr 30,5,0.264583333,0.252777778,0.011805556,0,0,,,
87,Long Lake,W486,R185,adult,Apr 29,0,0.249305556,0.252777778,-0.003472222,3,0,,,
87,Long Lake,W486,R185,adult,Apr 26,21,0.269444444,0.255555556,0.013888889,3,0,,,
87,Long Lake,W486,R185,adult,Apr 19,22,0.294444444,0.263194444,0.03125,4,0,,,
87,Long Lake,W486,R185,adult,May 03,5,0.249305556,0.250694444,-0.001388889,4,0,,,
87,Long Lake,W486,R185,adult,Apr 19,5,0.267361111,0.263194444,0.004166667,4,0,,,
,,,,,,,,, ,,,,,
87,Windmill Dam,B271,P571,adult,Apr 17,30,0.245138889,0.265277778,-0.020138889,3,0,,,
87,Windmill Dam,O32,B268,adult,Apr 11,30,0.28125,0.275,0.00625,1,0,,,
87,Windmill Dam,B271,P571,adult,Apr 11,27,0.291666667,0.275,0.016666667,4,0,,,
,,,,,,,,, ,,,,,
87,North,B201,B202,adult,Apr 19,32,0.267361111,0.263194444,0.004166667,1,0,,,
87,North,B201,B202,adult,Apr 13,20,0.284722222,0.272916667,0.011805556,1,0,,,
