,,,,,,,,,,,,,,,,,,,, strut Time,strut time ,Tag Colours,Tag Colours,num of Struts,Distance to Hens category,distance to hens comments,Fights,copulation Tag Colours,copulation,copulation time,num copulations,OTHER FIGHTS AND COMMENTS
binder pdf page number,Date,Arrival TIme,Sunrise time,Lek,Observer,Trapping Activity,Wind mph,Cloud Cover percent,Snowing status,Raining status,Temp F,Other weather conditions,LEK Ground Condition,predator disturbance Type ,predator disturbance Time,observation Time ,num Males observed,num Females observed,observations or marks,Start,End,Left ,Right,,,,,Left,Right,,,
14,30-03-1989,5:30,,VIEW PT,White,None,20 to 30,90,Light,-,,-,Clear,,,,,,,,,,,,,,,,,,,"1 bird flew as we approached lek - no bird on lek. (?) or dropping on lek. Sighted 4 Canada geese, approx 15 pintail, 4 gold eagle, 2 ferregous hawks, 3 ferregous hawks [in S.S stockpod]"
15,05-04-1989,5:43,6:42,VIEW PT,White,None,25 to 30,10,-,-,,-,Clear,None,,6:11,16,27,"O/O, G/O, Y/Y, B/R, W/W",6:18,6:23,W,W,35,1,,Edge of lek - females wandering by,,,,,"B/B, O/O, O/G at center of lek w/ hen cluster, Y/Y and W/W at edge of lek. All females left by 6:42 - males just sat "
,,,,,,,,,,,,,,,,6:33,16,11,"Females wandering off, some males at edge of lek following",6:19,6:24,G,O,26,1,,Chased off UM male,,,,,
,,,,,,,,,,,,,,,,,,,,6:26,6:31,O,O,28,1,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:26,6:13,B,B,38,1,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:32,6:37,Y,Y,3,3,,Standoff w/UM male,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,10-04-1989,6:36,6:33,VP,White,None,-,0,-,-,,Fog ,Snow covered,,,6:41,11,13,"O/O, B/B, Y/",6:43,6:48,,O,26,1,,Standoff wingbeat w/UM male,O,O,,4,"15 hens flew from E of lek as we approched. Most hens flew by 6:41. R interrupted cop O/O, W interrupted UM. UM male + O/O fighting . UM male 1 cop interrupted by 1 UM male & O/O. W/W wandering off lek. Left at 7:40. "
,,,,,,,,,,,,,,,,7:14,11,13,Some wandering off,6:49,6:54,B,R,26,1,,Standoff wingbeat w/UM male,unmarked,,,5,
,,,,,,,,,,,,,,,,7:20,10,9,,6:55,7:00,Y,Y,0,2,,#NAME?,,,,,
,,,,,,,,,,,,,,,,,,,,7:01,7:06,O,O,27,1,,2 interrupted (?),,,,,
,,,,,,,,,,,,,,,,,,,,7:08,7:13,B,B,29,1,,Wingbeats with unmarked male,,,,,
